,Date,NASDAQ_relative_change_perc_1,NASDAQ_F_relative_change_perc_1,Gold_F_relative_change_perc_1,Silver_F_relative_change_perc_1,Copper_F_relative_change_perc_1,USDHKD_relative_change_perc_1,NASDAQ_AD_oscillator,NASDAQ_momentum_4,NASDAQ_momentum_8,NASDAQ_stochastic_K_5,NASDAQ_stochastic_K_10,NASDAQ_stochastic_K_20,NASDAQ_stochastic_K_50,NASDAQ_stochastic_D_5_5,NASDAQ_williams_R_5,NASDAQ_williams_R_10,NASDAQ_williams_R_20,NASDAQ_williams_R_50
1312,2014-09-17,0.0018072183330550915,0.0016720763253663142,0.12603138650703766,0.003387096774193485,-0.0025396825396825423,-3.870468326669965e-05,0.6886617100371618,-29.6200000000008,-20.710000000000036,0.6778333695888554,0.6034082106893868,0.5651582479368773,0.8336513443191649,0.5299685579373806,0.5894462849029966,1.0712689901698056,-2.2201467645096886,-1.6586968680089271
1313,2014-09-18,0.0038660413397615494,0.004553800954829322,0.1374773885874034,-0.0012449255751014715,-0.01119283658458577,3.870668077301121e-05,1.4882958801498338,25.829999999999927,1.1500000000005457,0.9941557751567393,0.9306674624490264,0.8484628638795686,0.9420294882914136,0.5585950650325483,-0.050530255770426406,0.1950240770465388,-3.4965277777776493,-5.056014150943385
1314,2014-09-19,-0.0057184664783669036,-0.0031363967906636605,0.12706229992612653,-0.028095107952992776,0.0,3.870568199414112e-05,0.3636749416507401,60.89000000000033,27.51000000000022,0.7219512195121971,0.7219512195121971,0.7219512195121971,0.8933767493418324,0.6202118993567148,0.2991279069767463,0.07973174366617036,-2.2679544328876107,-2.5295479092732385
1315,2014-09-22,-0.00892206328185713,-0.007502627141425809,0.13112190303728696,-5.649717514111127e-05,-0.006864988558352518,9.031442321340588e-05,-0.1958744394618847,-25.07000000000062,-58.83000000000084,0.25130984643179544,0.25130984643179544,0.25130984643179544,0.7129000969932094,0.6441033377655007,0.6549226210075766,2.4100099436526303,0.7675696898312008,-3.965913168281313
1316,2014-09-23,-0.0005829779310711963,0.0014583384828336485,0.12792792792792795,-0.0012404849168310384,-0.007523716061498244,6.450614098458598e-05,0.3020644693951555,-53.5,-83.1200000000008,0.0026431718061627803,0.07967479674796499,0.07967479674796499,0.6470832755992784,0.5295786764991499,0.8488949802981031,1.65488184649203,2.6733732876711973,-3.0611260053618
1317,2014-09-24,0.008925961035854496,0.009592148739951692,0.12993096646942812,0.003013075611142741,0.00957095709570969,5.160291556472373e-05,0.8501925096254911,-38.210000000000036,-12.38000000000011,0.4988228902571563,0.5000000000000041,0.5000000000000041,0.8082652071497867,0.4937765806328102,0.6315055762081646,0.7543776620918112,1.0829346092503698,-1.6598103808452382
1318,2014-09-25,-0.01631203174756976,-0.017551600725596878,0.13799090533278222,-0.007197943444729946,-0.0006531678641410124,0.0003096095050118844,-0.10325071615394156,-113.03999999999996,-52.149999999999636,0.0007642604043609605,0.0007642604043609605,0.0007642604043609605,0.5018013024802549,0.2950982776823345,5.956460674157374,3.900810979413564,7.806728704366387,-0.6131687242798421
1319,2014-09-26,0.007977249982128825,0.009136171272093556,0.12873733629849288,0.0,-0.012389957613302985,0.00047717307196289133,1.2168405365126556,-15.5,-40.57000000000062,0.4455639244840015,0.3164732856249529,0.3164732856249529,0.6592074269086867,0.23982081867669536,2.0874177806068297,2.264244186046545,2.780248190279216,-1.1867395762132449
1320,2014-09-29,0.008959120792504929,0.00935232062249046,0.1294088629449972,0.0006283918880319472,0.011932383162081549,0.0015469499303871973,0.06003937007874353,-2.8399999999992365,-56.33999999999924,0.4460842400086221,0.2833778142749657,0.2833778142749657,0.6372453928225039,0.2787756973920607,1.1304035874439378,1.0144879815607375,2.809362023404988,-1.2701885450018071
1321,2014-09-30,-0.004265795631825273,-0.0013563836346149106,0.12504115903852495,-0.0237657864523537,-0.0075932651039947625,-0.0004891234393100819,0.4249017038007813,-61.829999999999934,-100.03999999999996,0.3118603899601472,0.19811127078629104,0.19811127078629104,0.59408341416101,0.3406191410228576,1.544367982614992,1.1110159328422062,4.821346770499329,-2.1856630824373213
1322,2014-10-01,-0.01438935508675727,-0.014493112061929703,0.13455328310010764,0.015339233038348174,0.010323010323010222,-2.5757263548374978e-05,-0.08517228029423644,-44.65999999999985,-157.69999999999982,0.09293032042432577,0.06354647985293384,0.06354647985293384,0.34709713177220464,0.2594406270562915,2.3657682884144124,3.724674721189583,4.201295799821253,2.023099133782506
1323,2014-10-02,0.0020220525869379924,0.0002760489861473371,0.12573027236073395,-0.010707011929007918,-0.01252059308072496,-0.00034773649301306263,0.2676189192831109,-82.0,-97.5,0.4046785899429728,0.2571758020013995,0.2571758020013995,0.37515588194540495,0.3402234929640139,1.4539793249470758,7.668071161048805,3.470304975923008,2.217639315489252
1324,2014-10-03,0.00422050749302741,0.00561825809029165,0.11093698449356648,-0.018713450292397675,-0.001999999999999928,0.00014173248637436715,1.3667060212514959,-30.230000000000476,-33.06999999999971,0.6990668740279917,0.5363695122557552,0.4442614174525394,0.5325273659415266,0.390924082872812,0.9965226030799721,2.8633566730320283,2.6671634376552293,0.5051124744376231
