,Date,US30_relative_change_perc_1,US30_F_relative_change_perc_1,Gold_F_relative_change_perc_1,Silver_F_relative_change_perc_1,Copper_F_relative_change_perc_1,USDHKD_relative_change_perc_1,US30_AD_oscillator,US30_momentum_4,US30_momentum_16,US30_stochastic_K_5,US30_stochastic_K_10,US30_stochastic_K_20,US30_stochastic_K_50,US30_stochastic_D_5_5,US30_williams_R_5,US30_williams_R_10,US30_williams_R_20,US30_williams_R_50
14,2009-07-22,-0.0034928902348302982,-0.0034895202190207307,0.00400337126000838,0.005506607929515497,0.035787741670094506,6.45161290322223e-05,0.3784085829235464,169.4400000000005,351.880000000001,0.8124247400109493,0.9199757148361344,0.920543466920162,0.920543466920162,0.9442761634638333,-0.9574315120326992,-5.000680117887066,-6.040478163096247,-1.9636878539962328
15,2009-07-23,0.021050830245735785,0.021053105614536775,0.0003143994969607572,0.0,0.009619238476953916,9.032840828442415e-05,0.9356435643564366,325.35000000000036,622.2900000000009,0.9350477137647736,0.9726632184251716,0.9728289401998964,0.9728289401998964,0.9398676571947526,-2.12529809861426,-10.084213051823467,-3.8027650863347686,-3.635004281667898
16,2009-07-24,0.002992463140200064,0.002989157410573495,0.002630748184783753,0.009094216078574028,0.01084337349397578,1.290322580642154e-05,0.3378971012942389,245.09000000000012,589.1800000000002,0.9784776607132812,0.9921274447169388,0.9924631790784172,0.9924631790784172,0.9388811882794964,-4.243239859789616,-10.044068919814444,-2.6090983854910776,-3.1621662241370525
17,2009-07-27,0.001695793179216314,0.0016935918443654679,-0.0018846194115800109,0.00647715005397624,-0.003921568627450897,1.290322580642154e-05,0.3393339333933407,192.5699999999997,827.7700000000003,0.9522955178931872,0.982235743259366,0.9856303258991908,0.9856303258991908,0.931675263768246,-2.329752066115719,-3.859833051773821,-9.490283340750649,-7.1235156706249025
18,2009-07-28,-0.0011200274077295866,-0.0011200298674630123,-0.011058451816745656,-0.018227305218012926,-0.015270164447924709,0.00012903891813775345,0.13964577656675378,215.45999999999916,771.8499999999984,0.8934578026380419,0.9629546888141288,0.972834676020506,0.972834676020506,0.9143406870040466,-1.4637493526670289,-9.673681441536381,-5.410889187632061,-4.258510831967985
19,2009-07-29,-0.00237782573023015,-0.002375636527611116,0.0,-0.021918819188191926,-0.015139442231075625,6.452029163168241e-05,-0.02343749999999295,1.429999999998472,907.119999999999,0.7903431732889672,0.8997428354702032,0.9477797479088766,0.9477797479088766,0.9099243736596502,-1.3513634331694306,-1.6743226880581268,-3.0649288245540243,-2.311835518967448
20,2009-07-30,0.008996080609819965,0.00900493783616973,0.006134309083082147,0.0054457292055203575,0.038164839626471735,6.452029163168241e-05,1.0108733172247224,61.21999999999935,976.0499999999993,0.6152526773761678,0.8392189084297733,0.920663538180186,0.920663538180186,0.8459653663819291,-0.2507382317179089,-2.6742507251047427,-4.317662103204493,-8.277829998657236
21,2009-07-31,0.001856987900085312,0.001856989928560505,0.02065496575342473,0.0012935680919871134,0.01631701631701642,7.742434995799597e-05,0.753750586029085,63.10000000000037,988.4400000000003,0.6868932038834976,0.8505184504425317,0.9354577136744768,0.9354577136744768,0.7876484750159723,-0.7565515028345443,-5.2243365047570665,-3.0040900714638936,-3.1088705352354244
22,2009-08-03,0.012308078027829692,0.012306920871622095,0.004199034222128911,0.01604850213980026,0.0010993037742763334,6.452029163168241e-05,1.016348773841954,189.84000000000012,1140.0399999999988,0.9592040142974954,0.9756342885294342,0.9902001254912316,0.9902001254912316,0.7890301742968342,-1.8357335733573503,-3.9647382920110346,-7.858583374323689,-4.460438659424017
23,2009-08-04,0.003784578435226653,0.003791060850834758,0.011394522266359999,0.03509513742071877,0.02161172161172167,7.742434995799597e-05,0.4909039226833512,249.4700000000012,988.5100000000003,0.9970349613893328,0.9980250878944402,0.9992625069899752,0.9992625069899752,0.8097456060470922,-1.6628065395095348,-3.3925427239772614,-5.7807247135462365,-8.937552584836936
24,2009-08-05,-0.0036917521169338853,-0.003692809755888061,-0.0035138486978089885,-0.0008127328140873995,-0.002132954141486039,9.032840828442415e-05,-0.01890172892592132,126.5100000000002,921.4799999999997,0.8385045675882287,0.911736242466896,0.9673152574951734,0.967477368689774,0.8193778849069445,-2.30828373015874,-3.701050514081378,-8.021234791808299,-2.921245489379121
25,2009-08-06,-0.0022560710732452698,-0.002252834907084191,-0.0035266051239497744,-0.008601422282424697,-0.013285457809694765,9.032724269641592e-05,0.3795030521881243,84.64999999999964,640.0500000000011,0.6407701137430846,0.7832997607956688,0.9441061860691669,0.9443825126017834,0.8244813721803278,-0.056552755724312176,-0.6928087545596738,-12.327135316698707,-3.6656533487743723
26,2009-08-07,0.012056013695596885,0.012053788410649713,-0.00725915171627087,0.003147451248717029,0.01905459875412241,0.00010322847041224293,1.01221689166574,83.51000000000022,658.25,0.7438460955843386,0.8427854220899975,0.9482593762669342,0.9499155880697808,0.8358719505204959,-1.7733239568682582,-2.8793453845331167,-13.101612546940578,-4.974739417145258
27,2009-08-10,-0.003251352150471545,-0.003244951112249652,-0.010471204188481676,0.0,-0.011785714285714257,6.451862652755734e-05,0.0231560891938182,17.76000000000022,594.0100000000002,0.5686240595001336,0.7681294161398325,0.9134410981249632,0.9261321565026815,0.7577559595610237,-0.3167174226638903,-2.4139288928893228,-4.999850939083768,-5.277471993783581
28,2009-08-11,-0.009950366014486223,-0.009941827453585086,-0.0014780405405406365,-0.007750865051903122,-0.024277043912888274,0.00012903891813775345,-0.030821626223931694,-39.51999999999862,393.30000000000115,0.15134480671106218,0.5365980355119025,0.8172217255252583,0.8546781980274276,0.5886179286253695,1.1320352472995876,-0.9923365122615836,-11.577272129422788,-1.8532438996183656
29,2009-08-12,0.013593458682598543,0.01358798627126168,0.0033773087071240584,0.0074637180373185045,0.0280612244897959,0.00012903225806455923,0.8994042050322504,105.35000000000036,445.67000000000013,0.667554934253643,0.7915639550808029,0.9108178739262418,0.9436513343008628,0.5544280019584524,-0.3899489384574126,-3.3082837301587618,-2.775011351596808,-6.150090996681322
30,2009-08-13,0.003834531936096792,0.0038345278403812593,0.002204492966617702,0.029553264604810975,0.0,9.032258064518e-05,0.44362091115722097,28.1200000000008,516.9300000000003,0.8210388081329592,0.8701110892000301,0.9482248133106268,0.9707371975239176,0.5904817408364273,-0.6283208666494635,-0.8730871015993584,-4.245182081856286,-4.6320681642137895
31,2009-08-14,-0.00815489187107112,-0.008150670355394804,-0.010862753290160829,-0.02549668874172184,-0.023095484315753097,7.741935483875846e-05,0.02234835047888642,-16.550000000001088,252.10999999999882,0.5043671283115366,0.5595319245626005,0.8318758040502456,0.9138776175102928,0.5425859473818669,0.6488340957268801,-1.20288326300984,-7.0995242864295385,-4.886441549537182
32,2009-08-17,-0.019166080621869603,-0.019165109837016043,-0.013827316867215559,0.0,-0.0021629416005768663,0.00012903392301829,-0.03826078143211512,-106.11000000000057,42.100000000000364,0.061185344126921226,0.05859460132631709,0.5173200945022673,0.7761084619257774,0.4410982043072245,2.8990443518745637,1.3070203558262483,-2.576124885215811,-2.1292179293474423
33,2009-08-18,0.009150066342907432,0.00914126817306008,-0.0009588749200937324,0.0,-0.011461318051575943,7.741236275426605e-05,0.9901159858799842,-143.6700000000001,109.43000000000029,0.3297246334406191,0.3157632553940051,0.6193733871386777,0.8372700885584822,0.4767741696531358,0.9909748829288948,1.466173962478667,-2.510012083549149,-2.0637506547930955
34,2009-08-19,0.007653648514227833,0.007655803750800872,0.0015926948396687195,0.019177075679647264,0.00620437956204376,0.00010321648367243112,0.5252553132762894,-119.03000000000065,182.4400000000005,0.5608662666390773,0.5063669479124508,0.7224604827839731,0.8826007759973941,0.4554364361302226,0.7137229799596269,0.3486517961121594,-3.680822530174365,-6.090350652674728
35,2009-08-20,0.007705945433284295,0.0077059869590989935,-0.002757450418920376,-0.0017266187050360366,-0.0036390101892286135,7.741136398828224e-05,0.8834132110856392,28.649999999999643,279.3299999999999,0.818111753371868,0.7270774308041962,0.7962911321807029,0.9350916683943964,0.4548510251780045,0.5578614487597633,-0.21442696242798048,-1.1000955358693816,-2.6419119909734343
